idnumber,title,artistcalc,datemade,materials,measurement
1919.159,"Asukayama Shita Haru no Kei(Spring View, Foot of Mount Asuka)","Hiroshige, Ando",1835-1839,Full color woodblock printing,15 x 5 in.
1919.16,,Hiroshige (Utagawa Hiroshige),,Color woodblock print,
1919.161,Tsukudajima natsu no kei(Summer View of Tsukuda Island),"Hiroshige, Ando",1840-1842,Full color woodblock printing,14 1/2 x 4 in.
1919.163,Untitled,"Hiroshige, Ando",1830's-1840's,Full color woodblock printing,8 3/8 x 13 3/8 in.
1919.164,(probably) Matsuchiyama,"Hiroshige, Ando",1830's-1840's,Full color woodblock printing,8 1/2 x 13 1/4 in.
1919.165,(unknown),"Hiroshige, Ando",1830's-1840'2,Full color woodblock printing,9 5/8 x 13 1/4 in.
1919.166,Untitled,"Hiroshige, Ando",1830's-1840's,Full color woodblock printing,8 1/2 x 13 1/2 in.
1919.167,Untitled,"Hiroshige, Ando",1840's,Full color woodblock printing,8 1/2 x 13 1/2 in.
1919.168,Satsuki Ryogoku Kawabiraki(May Opening of the River Front at Ryogoku),"Hiroshige, Ando",2/1854,Full color woodblock printing,14 1/4 x 10 in.
1919.169,Takanawa no Tsuki(Moon over Takanawa)[In white/yellow square],"Hiroshige, Ando",1840-1842,Full color woodblock printing,10 1/8 x 14 5/8 in.
1919.17,Untitled,"Hiroshige, Ando",1849-1850,Full color woodblock printing,14 7/8 x 10 1/8 in.
1919.171,Gotenyama Hanami no zu(Flower Viewing at Gotenyama),"Hiroshige, Ando",1849-1850,Full color woodblock printing,14 3/4 x 10 1/8 in.
1919.172,Kanda Otama ga iké no Koji(Legend of Otama's Pond at Kanda),"Hiroshige, Ando",1845,Full color woodblock printing,16 1/4 x 9 1/4 in.
1919.173,"Sumidagawa Miyakodori no Koji(Legend of the Miyako Bird, Sumida River)","Hiroshige, Ando",1845,Full color woodblock printing,14 1/4 x 9 3/4 in.
1919.174,Mokuboji Yukimi (Uekiya)(Snow Viewing at the Uekiya Restaurant near Mokuboji),"Hiroshige, Ando",1838-1840,Full color woodblock printing,9 x 13 7/8 in.
1919.175,Ryogoku (Aoyagi),"Hiroshige, Ando",1838-1840,Full color woodblock printing,9 x 13 7/8 in.
1919.176,Ryogoku Yanagibashi (Onoshi),"Hiroshige, Ando",1838-1840,Full color woodblock printing,8 7/8 x 13 3/4 in.
1919.177,Imado bashi no zu (Tamasho)(Imado Bridge),"Hiroshige, Ando",1838-1840,Full color woodblock printing,8 7/8 x 13 3/4 in.
1919.179,Mukojima (Daishichi Daikokuya),"Hiroshige, Ando",1838-1840,Full color woodblock printing,8 3/4 x 13 3/4 in.
1919.18,"--- no Kei, (Dewaya)(View of ---)","Hiroshige, Ando",1838-1840,Full color woodblock printing,8 3/4 x 13 3/4 in.
1919.182,"Shimoya Hirokoji, Toeisanroku Kochirojo Shuen no zu  (Banquet at Kochiro Restaurant at Toeizan)","Hiroshige, Ando",1838-1840,Full color woodblock printing,8 7/8 x 13 3/4 in.
1919.183,"Yushima, Shokintei","Hiroshige, Ando",1838-1840,Full color woodblock printing,10 1/8 x 14 3/4 in.
1919.184,"Joshu Kawanaka Onsen no Zu(Kawanaka Hot Springs, Joshyu)","Hiroshige, Ando",1840-1842,Full color woodblock printing,7 1/8 x 12 3/8 in.
1919.185,To no Sawa(To no Sawa Springs),"Hiroshige, Ando",1852,Full color woodblock printing,8 5/8 x 13 5/8 in.
1919.186,Kiga,"Hiroshige, Ando",1852,Full color woodblock printing,8 3/4 x 13 3/4 in.
1919.187,"Etchu Tateyama(Mountains of Tateyama, Etchu)","Hiroshige, Ando",8/1858,Full color woodblock printing,8 5/8 x 13 1/4 in.
1919.188,Echigo Niigata,"Hiroshige, Ando",8/1858,Full color woodblock printing,9 3/4 x 14 in.
1919.189,Choshu Shimonoseki(Shimonoseki Harbor in Choshu),"Hiroshige, Ando",1840-1842,Full color woodblock printing,9 3/4 x 14 1/2 in.
1919.191,"Tamagawa Aki no Tsuki, Ayu ryo no zu(Autumn Moon on the Tama River; Ayu Fishing)","Hiroshige, Ando",1843-1847,Full color woodblock printing,10 x 14 5/8 in.
1919.192,Tsukuda,"Hiroshige, Ando; Horitake",11/1853,Full color woodblock printing,14 1/2 x 9 7/8 in.
1919.193,Tagonoura Fukei(View of Tagonoura),"Hiroshige, Ando",12/1857,Full color woodblock printing,14 x 9 3/4 in.
1919.194,,Hiroshige (Utagawa Hiroshige),,Color woodblock print,
1919.195,"Yamashiro Idé(Tama River at Idé, Yamashiro Province)","Hiroshige, Ando",11/1857,Full color woodblock printing,13 1/4 x 9 1/8 in.
1919.196,"Kii Koya (Tama River at Koya, Kii Province)","Hiroshige, Ando",1857,Color woodblock print,13 1/4 x 9 1/8 in.
1919.197,"Omi Noji(Tama River at Noji, Omi Province)","Hiroshige, Ando",11/1857,Full color woodblock printing,13 3/8 x 9 in.
1919.198,"Musashi Chofu(Tama River at Chofu, Musashi)","Hiroshige, Ando",11/1857,Full color woodblock printing,13 1/4 x 9 in.
1919.199,"Mutsu, Noda(Tama River at Noda, Mutsu)","Hiroshige, Ando",11/1857,Full color woodblock printing,13 1/2 x 9 in.
1919.2,Ariwara no Narihira,"Hiroshige, Ando",1832-1834,Full color woodblock printing,14 3/4 x 4 7/8 in.
1919.201,Bunya no Yasuhidé,"Hiroshige, Ando",1832-1834,Full color woodblock printing,15 x 5 in.
1919.202,Otomo no Kuronushi,"Hiroshige, Ando",1832-1834,Full color woodblock printing,13 7/8 x 5 in.
1919.203,Untitled,"Hiroshige, Ando",1835,Full color woodblock printing,13 1/4 x 4 3/8 in.
1919.204,Untitled,"Hiroshige, Ando",1831,Full color woodblock printing,15 1/8 x 6 7/8 in.
1919.205,Shimadai to Ainame,"Hiroshige, Ando",1840's,Full color woodblock printing,9 3/4 x 14 1/4 in.
1919.206,Isaki to Sakago,"Hiroshige, Ando",1830's,Full color woodblock printing,10 1/4 x 14 3/4 in.
1919.207,Kumotsu no hazuré(Outskirt of Kumotsu),"Hiroshige, Ando",1835-1839,Full color woodblock printing,9 x 12 5/8 in.
1919.208,"Yamiuchi ni, Rannyu (Night attack two, Breaking in)","Hiroshige, Ando",1835-1839,Full color woodblock printing,9 1/4 x 14 in.
1919.209,Kurama sanchu Ushiwakamaru Kenpo Shugyo(Sword Training of Ushiwakamaru in the Kurama Mountains),"Hiroshige, Ando",1834-1835,Full color woodblock printing,8 3/4 x 9 3/4 in.
1919.21,Unknown,"Kuniyoshi, Utagawa",,Color woodblock print,
1919.211,Untitled,"Hiroshige, Ando",1850's,Full color woodblock printing,5 3/4 x 17 in.
1919.212,"Okabe Utsunoyama Tsuta no Hosomichi(Ivy covered path across Mount Utsu, Okabe)","Hiroshige, Ando",7/1855,Full color woodblock printing,13 3/8 x 8 7/8 in.
1919.213,"Okabe Utsunoyama Tsuta no Hosonu'chi(Ivy covered path across Mount Utsu, Okabe)","Hiroshige, Ando",7/1855,Full color woodblock printing,13 3/8 x 8 7/8 in.
1919.214,"Suruga Satta Kaijo(Off the Satta Coast, Suruga Province)[#26 of the series]","Hiroshige, Ando",4/1858,Full color woodblock printing,13 1/4 x 8 3/4 in.
1919.215,Arashiyama Manka(Cherries in Full Bloom at Arashiyama),"Hiroshige, Ando",1834,Full color woodblock printing,8 5/8 x 13 5/8 in.
1919.216,"Yushima Tenmagu (Tenmangu Shrine, Yushima)","Hiroshige, Ando",1830's,Full color woodblock printing,8 5/8 x 13 5/8 in.
1919.217,"Settsu Toi(Toi Tama River, Settsu Province)","Hiroshige, Ando",1857,Full color woodblock printing,13 1/2 x 9 in.
1919.218,Aji to Kuruma Ebi (Mackerel and Prawns),"Hiroshige, Ando",1830's,Full color woodblock printing,14 7/8 x 10 in.
1919.219.a,Bura Chochin no Inkyo Banashi (Tale of the Retired Street Lantern),"Hiroshige, Ando",1848,Print of key block (no color added),14 1/2 x 9 3/4 in.
1919.219.b,Bura Chochin no Inkyo Banashi (Tale of the Retired Street Lantern),"Hiroshige, Ando",1848,Print of key block (no color added),14 1/2 x 9 3/4 in.
1919.22,"Shinshu Suwako Yatsume Unagi Akauo o Toru (Catching Eels and Redfish on Lake Suwa, Shinano Province)","Hiroshige II, Utagawa","March, 1860",Full color woodblock printing,13 1/8 x 8 5/8 in.
1919.221,"Kashu Kanazawa Daijoji (Daijoji Temple at Kanazawa, Kaga Province)","Hiroshige II, Utagawa","Eleventh month, 1859",Full color woodblock printing,13 1/8 x 8 3/4 in.
1919.222,Shimotsuke Chuzenji Kosui (Lake at Chuzenji Temple in Shimotsuke),"Hiroshige II, Utagawa",October 1860,Full color woodblock printing,13 x 8 1/2 in.
1919.223,"Kyoto Shijo Yusuzumi (Cooling Off at Shijo, Kyoto)","Hiroshige II, Utagawa",8/1859,Full color woodblock printing,13 x 8 1/2 in.
1919.224,"Yamashiro Otani Meganebashi (Megane Bridge at Otani, Yamashiro Province)","Hiroshige II, Utagawa",10/1859,Full color woodblock printing,13 x 8 1/2 in.
1919.225,"Echizen Mikuni no Ominato (Great Harbor of Mikuni, Echizen Province)","Hiroshige II, Utagawa",2/1859,Full color woodblock printing,13 1/8 x 8 5/8 in.
1919.226,"Suruga Hara no Fukei (View of Hara, Suruga Province)","Hiroshige II, Utagawa",10/1860,Full color woodblock printing,12 7/8 x 8 1/2 in.
1919.227,"Bishu Nagoya Shinkei (True View of Nagoya, Owari Province)","Hiroshige II, Utagawa",Twelth month of 1859,Full color woodblock printing,13 x 8 5/8 in.
1919.228,Oki Takibi no Yashiro (Ceremonial Fire in Oki),"Hiroshige II, Utagawa",1859,Full color woodblock printing,13 x 8 1/2 in.
1919.229,Sasshu Makurazaki (Makeirazaki in Sasshu Province),"Hiroshige II, Utagawa",Twelth month of 1859,Full color woodblock printing,13 1/4 x 8 5/8 in.
1919.23,Sesshu Naniwabashi Tenjin Matsuri no zu (Tenjin Festival at the Naniwa Bridge at Sesshu (Osaka)),"Hiroshige II, Utagawa","March, 1860",Full color woodblock printing,13 1/4 x 8 1/2 in.
1919.231,"Isé Miyagawa no Watashiba (Ferry Across Miyagawa, Isé Province)","Hiroshige II, Utagawa",October 1859,Full color woodblock printing,13 x 8 1/2 in.
1919.232,"Shinshu Kiso no Yuki (Snow in Kiso, Shinano Province)","Hiroshige II, Utagawa",10/1859,Full color woodblock printing,13 x 8 5/8 in.
1919.233,"Mutsu Matsushima Shinkei (True View of Matsushima, Mutsu Province)","Hiroshige II, Utagawa",June 1859,Full color woodblock printing,13 1/8 x 9 in.
1919.234,Untitled,Hiroshige,,Color woodblock print,
1919.235,Shinshu Togakushiyama Kutoryu Daigongen,"Hiroshige II, Utagawa",October 1860,Full color woodblock printing,13 x 8 1/2 in.
1919.236,"Bizen Tatsukuchiyama (Tatsukuchi Mountain, Bizen Province)","Hiroshige II, Utagawa",2/1860,Full color woodblock printing,13 1/8 x 8 5/8 in.
1919.237,Yoshiwara,"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/4 x 8 7/8 in.
1919.238,Nezu,"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/8 x 8 7/8 in.
1919.239,Horikiri,"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/8 x 8 7/8 in.
1919.24,Fukagawa Hachiman,"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/4 x 8 7/8 in.
1919.241,Emonzaka (Emon Hill),"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 x 9 in.
1919.242,Matsuchiyama (Matsuchi Heights),"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/8 x 8 7/8 in.
1919.243,Kameido Tenjin,"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/4 x 9 in.
1919.244,Shinobazu Benten,"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/8 x 8 7/8 in.
1919.245,Umeyashiki (Plum Mansions),"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 1/4 x 9 in.
1919.246,Shoheibashi (Shohei Bridge),"Hiroshige II, Utagawa",11/1862,"Full color woodblock printing, mica on dark sky.",13 1/4 x 9 in.
1919.247.a,Takanawa,"Hiroshige II, Utagawa",10/1861,"Full color woodblock printing, mica on darkened sky.",13 1/8 x 8 3/4 in.
1919.247.b,Takanawa,"Hiroshige II, Utagawa; Horicho",10/1861,Full color woodblock printing,13 3/8 x 9 in.
1919.248,Sekiya no Sato (Heartland of Sekiya),"Hiroshige II, Utagawa",1860-1864,Full color woodblock printing,13 3/8 x 8 7/8 in.
1919.249,Asakusadera,"Hiroshige II, Utagawa; Horiken",12/1861,Full color woodblock printing,13 1/2 x 9 in.
1919.25,Ushi Tenjin,"Hiroshige II, Utagawa",6/1863,Full color woodblock printing,13 1/2 x 8 7/8 in.
1919.252,Akasaka Hikawa,"Hiroshige II, Utagawa; Horicho",9/1862,Full color woodblock printing,13 3/8 x 9 in.
1919.253,Ushigozen (Ushigozen Shrine),"Hiroshige II, Utagawa; Horiken",1860,Full color woodblock printing,13 1/4 x 8 7/8 in.
1919.254,Kawasaki,"Hiroshige II, Utagawa",4/1863,Full color woodblock printing,13 1/8 x 8 7/8 in.
1919.255,"Kanaya Nissaka no Aida, Kikugawa (Kikugawa, between Kanaya and Nissaka)","Hiroshige II, Utagawa",4/1863,Full color woodblock printing,13 1/8 x 8 7/8 in.
1919.256,Sumidagawa Mimeguri Zutsumi SUBJECT: Man and woman viewing cherry blossoms at night confronted by another man.Top of torii of Mimeguri Shrine on left.,"Hiroshige II, Utagawa",1860,Full color woodblock printing,13 3/4 x 8 1/2 in.
1919.257,Tsuruya-Uchi Shinohara Masagoji,"Utamaro, Kitagawa",1800,"Full color woodblock printing, mica flakes applied on kimono andhair.",15 3/8 x 10 1/8 in.
1919.258,"(Dai) Monjiya-uchi, Hitomoto, Senki, Banki (Hitomoto of Daimonjuya with attendants Senki & Banki)","Utamaro, Kitagawa",1800,Full color woodblock printing,11 1/2 x 8 3/4 in.
1919.259,Kugatsu (September),"Utamaro, Kitagawa",6/1808,Full color woodblock printing,13 5/8 x 8 3/4 in.
1919.26,Daimonjiya-uchi Hitomoto (Hitomoto of Daimonjiya),"Utamaro, Kitagawa",1800,Full color woodblock printing,15 1/4 x 10 1/4 in.
1919.261,"Kyomachi I'chomé Daimoniya-uchi, Hitomoto, Senkaku, Manki (Hitomoto, Senkaku, and Manki of Daimonjiya at Kyomachi I'chome)","Utamaro, Kitagawa",ca. 1800,Color woodblock print,15 3/4 x 9 3/4 in.
1919.262,,Hiroshige (Utagawa Hiroshige),,Color woodblock print,
1919.264,,Hiroshige (Utagawa Hiroshige),,Color woodblock print,
1919.265,,Hiroshige (Utagawa Hiroshige),,Color woodblock print,
1919.266,,Hiroshige (Utagawa Hiroshige),,Color woodblock print,
1919.269,Tsutome no Sekisho,"Utamaro, Kitagawa",ca. 1800,Color woodblock print,12 1/2 in.
1919.27,Tsutome no Sekisho (A Courtesan Serving),"Utamaro, Kitagawa",1800,Full color woodblock printing,14 x 8 5/8 in.
1919.271,"2. Date seal, 6th month of Dragon Year (6/1808)","Utamaro, Kitagawa",6/1808,Full color woodblock printing,14 x 9 in.
1919.272,"Aburaya Osomé, Kogimi Hisamatsu (The Lovers Aburaya Osomé and Hisamatsu)","Utamaro, Kitagawa",mid 1790's,Full color woodblock printing,14 1/2 x 9 1/4 in.
1919.273,Matsubaya-uchi Yoshiharu (Yoshiharu of Matsubaya),"Utamaro, Kitagawa",6/1805,Full color woodblock printing,14 7/8 x 9 5/8 in.
1919.274,"(1st character unread, trimmed) --- Murasaki En no Koigoromo","Utamaro, Kitagawa",1800,Full color woodblock printing,11 3/8 x 8 5/8 in.
1919.275,"Kiryo Jiman, Nicho Tsuzumi (Pride of Beauty, Two Handrums)","Utamaro, Kitagawa",1800,Full color woodblock printing,12 3/4 x 8 7/8 in.
1919.276,Unknown,"Utamaro, Kitagawa II",ca. 1810,Color woodblock print,15 1/4 x 10 in.
1919.277,"Inu, Kin, Kayo, Ren (Names of Performers)","Utamaro, Kitagawa",1800,Full color woodblock printing,14 1/8 x 9 1/4 in.
1919.278,"Natorigusa Uji-no Yubae; Jikata uta; Kimi, Iso, Nui, Kama, Taki, andTsuru.","Utamaro, Kitagawa",1800,Full color woodblock printing,12 3/4 x 9 in.
1919.279.a,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,13 3/4 x 9 3/8 in.
1919.279.b,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,13 7/8 x 9 1/4 in.
1919.28,"Hyogoya Senmatsu, Namigi and Chidori (Senmatsu of Hyogoya, Attendants Namiji and Chidori)","Utamaro, Kitagawa",,Full color woodblock printing,13 1/4 x 8 5/8 in.
1919.281,"Daimonjiya Hitomoto, Senkaku Banki (Hitomoto of Daimonjiya, attendants Senkaku and Banki)","Utamaro, Kitagawa",1800,Full color woodblock printing,13 1/4 x 8 1/2 in.
1919.282,Sei Shonagon (11th Century author Sei Shonagon),"Utamaro, Kitagawa",1800's late period,Full color woodblock printing,13 7/8 x 10 1/8 in.
1919.284,Untitled (woman holding pipe),"Utamaro, Kitagawa",,Color woodblock print,15 1/4 x 9 15/16 in.
1919.285,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,14 7/8 x 10 1/8 in.
1919.286,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,14 1/2 x 9 3/4 in.
1919.287,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,12 3/4 x 8 5/8 in.
1919.288,Hodogaya,"Utamaro, Kitagawa",1800,Full color woodblock printing,15 1/8 x 10 in.
1919.289,"- (juni shu ""#12 end"")","Utamaro, Kitagawa",1800,Full color woodblock printing,14 3/4 x 10 1/4 in.
1919.29,Untitled,"Utamaro, Kitagawa",12/1805,Full color woodblock printing,14 5/8 x 9 3/4 in.
1919.291,Ono no Komachi,"Utamaro, Kitagawa",1800,Full color woodblock printing,14 x 9 in.
1919.292,Ariwara no Narihira,"Utamaro, Kitagawa",1800,Full color woodblock printing,14 1/4 x 9 5/8 in.
1919.293,Kisen Hoshi,"Utamaro, Kitagawa",1800,Full color woodblock printing,15 x 10 1/8 in.
1919.294,Kaeru no asobi (Game of the Frog),"Utamaro, Kitagawa",1800,Full color woodblock printing,14 1/2 x 9 3/4 in.
1919.295,Untitled,"Utamaro, Kitagawa",6/1805,Full color woodblock printing,15 1/4 x 10 1/4 in.
1919.296,Kouma ni muchi (Disciplining a Foal),"Utamaro, Kitagawa",1800 (latter period),Full color woodblock printing,14 1/2 x 9 3/8 in.
1919.298,Hana no nusutto (Stealing Flowers),"Utamaro, Kitagawa",1800,Full color woodblock printing,13 7/8 x 9 in.
1919.299,Untitled,"Utamaro, Kitagawa",1780's,Full color woodblock printing,12 1/4 x 8 5/8 in.
1919.3,Untitled,"Utamaro, Kitagawa",6/1806,Full color woodblock printing,14 x 9 1/8 in.
1919.301,"Yugiri, Izaemon (Yugiri and Izaemon)","Utamaro, Kitagawa",1800,Full color woodblock printing,14 x 6 1/4 in.
1919.302,"Yugiri, Izaemon (Courtesan Yugiri and Izaemon)","Utamaro, Kitagawa",1800,Full color woodblock printing,14 1/8 x 9 1/4 in.
1919.303,Otsuma Hachirobei,"Utamaro, Kitagawa",1800,Full color woodblock printing,13 x 8 7/8 in.
1919.304,"Ochiyo, Hanbei (Greengrocer couple Ochiyo and Hanbei)","Utamaro, Kitagawa",1800,Full color woodblock printing,12 3/8 x 8 1/4 in.
1919.305,Osomé Hisamatsu,"Utamaro, Kitagawa",1800,Full color woodblock printing,12 1/4 x 8 1/2 in.
1919.306,Komurasaki Gonpachi,"Utamaro, Kitagawa",1800,Full color woodblock printing,11 7/8 x 7 7/8 in.
1919.307,Komurasaki Gonpachi (Lovers Komurasaki and Gonpachi),"Utamaro, Kitagawa",1800,Full color woodblock printing,13 1/2 x 8 7/8 in.
1919.308,"Katsuragawa Tsuki no Omoidé, Ohan Choémon (Memories of the Moon at Katsura River; the lovers Ohan and Choémon)","Utamaro, Kitagawa",,Full color woodblock printing,11 x 9 in.
1919.309,Ohan Choémon (The Ill-fated Lovers Ohan & Choémon),"Utamaro, Kitagawa",,Full color woodblock printing,14 1/4 x 9 3/8 in.
1919.31,Godanmé (Scene Five),"Utamaro, Kitagawa",1800,Full color woodblock printing,12 3/4 x 8 3/4 in.
1919.311,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,14 1/8 x 10 in.
1919.312,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,13 x 8 3/4 in.
1919.313,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,14 1/4 x 10 1/8 in.
1919.314,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,12 3/4 x 8 3/4 in.
1919.315,Untitled,"Utamaro, Kitagawa",n.d.,Full color woodblock printing,13 1/2 x 9 in.
1919.316,Untitled,"Utamaro, Kitagawa (Attributed to)",1800,Full color woodblock printing,14 5/8 x 8 5/8 in.
1919.317,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,12 1/2 x 8 3/4 in.
1919.318.a-c,Untitled,"Utamaro, Kitagawa (Attributed to)",7 or 11/1806,Full color woodblock printing,15 1/4 x 10 1/8 in.
1919.321,Untitled,"Utamaro, Kitagawa (Attributed to)",1800,Full color woodblock printing,14 7/8 x 9 1/2 in.
1919.322,Untitled,"Utamaro, Kitagawa",1800,Full color woodblock printing,9 7/8 x 14 in.
1919.323,Ukie Shiba Atagosan Shomen no zu (Perspective Picture of Front View of Atagosan at Shiba),"Utamaro, Kitagawa",not dated?,Color woodblock print,9 x 13 7/8 in.
1919.324,Toto Shinobazu Benzaiten Mimachi no zu,"Utamaro, Kitagawa",1800,Full color woodblock printing,9 5/8 x 14 1/4 in.
1919.325,Takanawa no Shugetsu (Autumn Moon at Takanawa),"Utamaro, Kitagawa",1800,Full color woodblock printing,11 7/8 x 8 7/8 in.
1919.326,Untitled,"Utamaro, Kitagawa",,Full color woodblock printing,9 3/4 x 7 1/2 in.
1919.327,Untitled,"Utamaro, Kitagawa",,Full color woodblock printing,9 x 13 3/4 in.
1919.328,Umekawa Chubei (Lovers Umekawa and Chubei),"Utamaro, Kitagawa",1800,Full color woodblock printing,12 5/8 x 8 3/4 in.
1919.329,Tsuruya uchi Shinohara Masagoji (Shinohara and Masagoji of Tsuruya),"Utamaro, Kitagawa",1800,Full color woodblock printing,13 7/8 x 7 3/4 in.
1919.33,Moku (Wood),"Utamaro, Kitagawa (Attributed to)",1800,Full color woodblock printing,12 3/4 x 8 7/8 in.
1919.331,Ohan Choémon (The Lovers Ohan and Choémon),"Utamaro, Kitagawa",1800,Full color woodblock printing,13 1/2 x 8 3/4 in.
1919.332,"Tsuruya-uchi Shinohara, Kono(Courtesan Shinohara of Tsuruya, Kono)",Unknown (Japan),1800,"Full color woodblock printing, embossing.",15 1/4 x 9 3/4 in.
1919.333,"Shichigatsu, Yushima Nijurokuya no Zu ( July, Picture of Twenty Sixth Night at Yushima)","Tsukimaro, Kitagawa (Kikumaro)",1800,Full color woodblock printing,9 x 6 5/8 in.
1919.334,"Ogiya-nai, Hanazuma (Hanazuma of Ogiya)","Shikimaro, Kitagawa",1813,Full color woodblock printing,15 x 10 1/4 in.
1919.335,Chojiya Nishikio (Nishikio of Chojiya),"Shikimaro, Kitagawa",1813,"Full color woodblock printing, embossing in parts of kimono.",15 1/8 x 10 1/4 in.
1919.336,Wakanaya Makie (Makie of Wakanaya),"Shikimaro, Kitagawa",1813,"Full color woodblock printing, embossing in parts of kimono.",15 1/2 x 10 1/4 in.
1919.337,Untitled,"Harunobu, Suzuki",1750's-70,Full color woodblock printing22,10 3/8 x 7 1/2 in.
1919.338,Unread (faded),"Harunobu, Suzuki",1750s-70,Full color woodblock printing,9 3/8 x 13 3/8 in.
1919.339,Untitled,"Harunobu, Suzuki",1750's -70's,Full color woodblock printing,9 3/4 x 5 3/8 in.
1919.34,Hiro no Bosetsu (Evening Show at Hira),"Harunobu, Suzuki",early 1760's,Full color woodblock printing,11 7/8 x 5 3/8 in.
