idnumber,title,artistcalc,datemade,materials,measurement
2005.14.278.14,"Aerosol Arsenal, Time Capsule scrapbook (Assault on Ozone Layer 'Great Threat to Life')",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.15,"Aerosol Arsenal, Time Capsule scrapbook (Nader Speaks on Coast)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.16,"Aerosol Arsenal, Time Capsule scrapbook (Environmentalists seek fluorocarbon ban)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.17,"Aerosol Arsenal, Time Capsule scrapbook (NAS launches study on fluorcarbons)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.18,"Aerosol Arsenal, Time Capsule scrapbook (Federal Ban Urged on Spray-Can Propellants . . . )",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.19,"Aerosol Arsenal, Time Capsule scrapbook (Chemical Killer)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.20,"Aerosol Arsenal, Time Capsule scrapbook (EPA to Speed Inquiry of Aerosol Peril)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.21,"Aerosol Arsenal, Time Capsule scrapbook (Experts Testify on Atmosphere)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.22,"Aerosol Arsenal, Time Capsule scrapbook (Congress told of Ozone Peril)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.23,Aerosol Arsenal (booklet),Ant Farm,1974-1978,Plastic bound booklet with mylar cover and ten interior pages,11 x 8 1/2 in.
2005.14.278.24,Aerosol Arsenal (contact sheet),Ant Farm,1974-1978,black-and-white contact sheet,8 x 10 in.
2005.14.278.25,Aerosol Arsenal (time capsule),Ant Farm,1974-1978,Color photograph,4 1/4 x 3 3/8 in.
2005.14.278.26,Aerosol Arsenal (time capsule section view),Ant Farm,1974-1978,Marker and graphite on paper,11 x 8 1/4 in.
2005.14.278.27,Aerosol Arsenal (time capsule section view),Ant Farm,1974-1978,"typewritten text and marker wtih color photograph pasted on to stationery, 2 pages",11 x 8 1/2 in.
2005.14.278.28,Aerosol Arsenal (presentation of time capsule as SF Art Museum),Ant Farm,1974-1978,Drawing: Marker and ink on paper,8 7/8 x 11 7/8 in.
2005.14.278.29,Aerosol Arsenal (Letter from Nancy Klein to Chip),Ant Farm,1978,"Typewritten text, ink, and rubber stamp on paper, photocopy, stapled",11 x 8 1/2 in.
2005.14.278.30,Aerosol Arsenal (Letter from Doug Michels to John Harrington),Ant Farm,1978,"Typewritten text, ink, and rubber stamp on paper, photocopy, stapled",11 x 8 1/2 in.
2005.14.279.1,Proposal for Playboy (WARland),Ant Farm,1974-1976,Color photograph (of a drawing) with rubber stamp,5 x 7 in.
2005.14.279.2,Proposal for Playboy (DEATH?Spa),Ant Farm,1974-1976,Color photograph of a drawing,5 x 7 in.
2005.14.279.3,Proposal for Playboy (PEACETIME AMERICA),Ant Farm,1974-1976,Color photograph of a drawing,5 x 7 in.
2005.14.279.4,Proposal for Playboy,Ant Farm,1974-1976,Color photograph of a drawing,5 x 7 in.
2005.14.279.5,Proposal for Playboy (IMAGE Oasis),Ant Farm,1974-1976,Color photograph of a drawing,5 x 7 in.
2005.14.279.6.a,Proposal for Playboy (OUTLAW KINGDOM: A Regress Report on the World's Greatest Abusement Park for Adults),Ant Farm,1974-1976,"Photocopy, 1 of 5 pages",11 x 8 1/2 in.
2005.14.279.6.b,Proposal for Playboy (OUTLAW KINGDOM: A Regress Report on the World's Greatest Abusement Park for Adults),Ant Farm,1974-1976,"Photocopy, 2 of 5 pages",11 x 8 1/2 in.
2005.14.279.6.c,Proposal for Playboy (OUTLAW KINGDOM: A Regress Report on the World's Greatest Abusement Park for Adults),Ant Farm,1974-1976,"Photocopy, 3 of 5 pages",11 x 8 1/2 in.
2005.14.279.6.d,Proposal for Playboy (OUTLAW KINGDOM: A Regress Report on the World's Greatest Abusement Park for Adults),Ant Farm,1974-1976,"Photocopy, 4 of 5 pages",11 x 8 1/2 in.
2005.14.279.6.e,Proposal for Playboy (OUTLAW KINGDOM: A Regress Report on the World's Greatest Abusement Park for Adults),Ant Farm,1974-1974,"Photocopy, 5 of 5 pages",11 x 8 1/2 in.
2005.14.279.7,Proposal for Playboy (Letter from Michelle Urry to Chip),Ant Farm,1974,Typewritten text and ink on embossed stationery,11 x 8 1/2 in.
2005.14.279.8.a-b,Proposal for Playboy (Letter from Chip to Michelle),Ant Farm,1975,"Photocopy, 2 pages",11 x 8 1/2 in.
2005.14.279.9,Proposal for Playboy (WARLAND),Ant Farm,1974-1976,Marker and graphite on paper,13 11/16 x 16 3/4 in.
2005.14.279.10,Proposal for Playboy,Ant Farm,1974-1976,Photocopy on paper,11 x 8 1/2 in.
2005.14.279.11,Proposal for Playboy,Ant Farm,1974-1976,Photocopy on paper,11 x 8 1/2 in.
2005.14.279.12,Proposal for Playboy (Playboy looks at the development of the brothel in Nevada),Ant Farm,1974-1976,"Marker, graphite, and colored pencil on paper",11 x 8 1/2 in.
2005.14.279.13,"Proposal for Playboy (Playboy looks at the development of the brothel in Nevada, Part 2)",Ant Farm,1974-1976,Colored pencil and rubber stamp on photocopy,11 x 8 1/2 in.
2005.14.279.14.a,Proposal for Playboy (miscellaneous sketches with text),Ant Farm,1974-1976,Marker on paper,11 15/16 x 9 in.
2005.14.279.14.b,Proposal for Playboy (miscellaneous sketches with text),Ant Farm,1974-1976,Marker on paper,11 15/16 x 9 in.
2005.14.279.14.c,Proposal for Playboy (miscellaneous sketches with text),Ant Farm,1974-1976,Marker on paper,11 15/16 x 9 in.
2005.14.279.15.a-b,"Proposal for Playboy (FUTURE, Puta Town)",Ant Farm,1974-1976,"Ink, marker, graphite, and colored pencil on paper, 2 sheets",11 x 8 1/2 in.
2005.14.279.16,Proposal for Playboy (Mobile home heaven),Ant Farm,1974-1976,Marker on paper,9 x 6 in.
2005.14.279.17,Proposal for Playboy (Puta town rough draft),Ant Farm,1974-1976,"graphite on paper, 2 sheets taped together",17 x 11 in.
2005.14.279.18,Proposal for Playboy (Dream Spa),Ant Farm,1974-1976,"graphite , ink, colored pencil, and rubber stamp on paper",11 x 8 1/2 in.
2005.14.279.19,Proposal for Playboy,Ant Farm,1974-1976,Photocopy,11 x 8 1/2 in.
2005.14.279.20,Proposal for Playboy (Image Oasis),Ant Farm,1974-1976,Photocopy,11 x 8 1/2 in.
2005.14.279.21,Proposal for Playboy (WARland),Ant Farm,1974-1976,Photocopy,11 x 8 1/2 in.
2005.14.279.22,Proposal for Playboy (PEACETIME AMERICA),Ant Farm,1974-1976,Photocopy,11 x 8 1/2 in.
2005.14.279.23,Proposal for Playboy (DEATH?Spa),Ant Farm,1974-1976,Photocopy,11 x 8 1/2 in.
2005.14.280,2020 Vision Traveling Show,Ant Farm,1973-1976,folder with pencil and marker,9 5/8 x 11 3/4 in.
2005.14.280.1,2020 Vision Travelling Show (Futurama panel),Ant Farm,1973-1976,Color photograph,4 1/4 x 4 1/4 in.
2005.14.280.2,2020 Vision Travelling Show (Kohoutek panel),Ant Farm,1973-1976,Color photograph,4 1/4 x 4 1/4 in.
2005.14.280.3,2020 Vision Travelling Show (Dollhousel),Ant Farm,1973-1976,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.280.4,2020 Vision Travelling Show (Dollhouse),Ant Farm,1973-1976,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.280.5,"2020 Vision Travelling Show (Doug and Curtis with their neon ""pet"")",Ant Farm,1973-1976,Color photograph,3 1/2 x 3 1/2 in.
2005.14.280.6,"2020 Vision Travelling Show (Doug and Curtis with their neon ""pet"")",Ant Farm,1973-1976,Color photograph,3 1/2 x 3 1/2 in.
2005.14.280.7,2020 Vision Travelling Show (2020 graphic),Ant Farm,1973-1976,black-and-white photograph,4 15/16 x 8 in.
2005.14.280.8,2020 Vision Travelling Show,Ant Farm,1973-1976,Rubylith,6 x 8 1/2 in.
2005.14.280.9,2020 Vision Travelling Show,Ant Farm,1973-1976,Rubylith,6 5/8 x 9 in.
2005.14.280.10,2020 Vision Travelling Show (Three contemporary exhibitions on view at Everson),Ant Farm,1973-1976,Newspaper clipping,14 1/4 x 11 1/4 in.
2005.14.280.11,2020 Vision Travelling Show (UR),Ant Farm,1973-1976,Vinyl letters on offset lithography,10 5/8 x 6 1/2 in.
2005.14.280.12,2020 Vision Travelling Show (Can man control technology's domination of nature?),Ant Farm,1973-1976,Rubylith with receipt,9 3/4 x 7 5/8 in.
2005.14.280.13,2020 Vision Travelling Show (Poster/Announcement),Ant Farm,1973-1976,Offset lithography,10 5/8 x 16 7/8 in.
2005.14.280.14,2020 Vision Travelling Show (Opening announcement),Ant Farm,1973,Offset lithography,11 x 8 1/2 in.
2005.14.280.15,2020 Vision Travelling Show (Press release),Ant Farm,1973,"Typewritten text and rubber stamp on paper, 2 pages, stapled",11 x 8 1/2 in.
2005.14.280.16,2020 Vision Travelling Show (Image technology by Charles Lord),Ant Farm,1973,"Typewritten text with ink, sticker,  and rubber stamp on paper, 4 pages, stapled (2 copies)",11 x 8 1/2 in.
2005.14.280.17,2020 Vision Travelling Show (inventory list),Ant Farm,1972-1976,Photocopy,11 x 8 1/2 in.
2005.14.280.18,2020 Vision Travelling Show (What you get),Ant Farm,1972-1976,Original: offset lithography on typewritten text with correction fluid (and 2 photocopies),11 x 8 1/2 in.
2005.14.280.19,2020 Vision Travelling Show (3 letters from Peter Bloch to Doug),Ant Farm,1973,typewritten text and ink on stationery (3 sheets),11 3/4 x 8 1/4 in.
2005.14.280.20,2020 Vision Travelling Show (letter from Barbara McQUaide to Mr. Chip Lord),Ant Farm,1973,typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.21,"2020 Vision Travelling Show (letter from Mildred Friedman to Chip, Doug, and Hudson)",Ant Farm,1973,typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.22,2020 Vision Travelling Show (letter from Dorothy Globus to Doug),Ant Farm,1973,typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.23,2020 Vision Travelling Show (letter of agreement between Ant Farm and Bill Butler),Ant Farm,1974,Ink and rubber stamp on photocopy,11 x 8 1/2 in.
2005.14.280.24,2020 Vision Travelling Show (letter of agreement between Ant Farm and Bill Butler),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.25,2020 Vision Travelling Show (receipt of partial payment),Ant Farm,1974,Typewritten text on receipt,7 x 8 1/2 in.
2005.14.280.26,2020 Vision Travelling Show (letter  from Dennis Risinger to Doug),Ant Farm,1974,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.27,2020 Vision Travelling Show (letter  from Anne Gossett to Doug),Ant Farm,1974,Typewritten text and marker on stationery,10 1/2 x 8 in.
2005.14.280.28,2020 Vision Travelling Show (letter from Chip from Miss Lutjeans),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.29,2020 Vision Travelling Show (letter from Chip from Miss Shadbolt),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.30,2020 Vision Travelling Show (letter from Chip from Mr. Gebhard),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.31,2020 Vision Travelling Show (letter from Brenda Richardson to Doug),Ant Farm,1974,"Ink, marker, and typewritten text on stationery",11 x 8 1/2 in.
2005.14.280.32,2020 Vision Travelling Show (letter from Doug to Brenda Richardson),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.33,2020 Vision Travelling Show (letter to Doug from Sandra Trop Blumberg),Ant Farm,1974,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.34,2020 Vision Travelling Show (letter to Sandra from Doug),Ant Farm,1974,"photocopy, two pages stapled",11 x 8 1/2 in.
2005.14.280.35,2020 Vision Travelling Show (letter of agreement between Ant Farm and Everson Museum),Ant Farm,1974,Photocopy with signatures (3 copies),11 x 8 1/2 in.
2005.14.280.36,2020 Vision Travelling Show (letter to Elaine Varian from Chip),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.37,2020 Vision Travelling Show (letter to Ken Lindquist from Chip Lord),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.38,2020 Vision Travelling Show (letter to Doug from Mickey Friedman),Ant Farm,1974,Typewritten text on stationery,7 1/4 x 8 1/2 in.
2005.14.280.39,2020 Vision Travelling Show (letter from Doug to Mickey),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.280.40,2020 Vision Travelling Show (letter from Roberta Faul to Doug),Ant Farm,1974,Typewritten text on embossed stationery,11 x 8 1/2 in.
2005.14.280.41,2020 Vision Travelling Show (letter from Doug to Margaret and Nathaniel Owings),Ant Farm,1974,"Typewritten text on stationery, 2 pages, stapled",11 x 8 1/2 in.
2005.14.280.42,2020 Vision Travelling Show (letter from Jason Wong to Chip),Ant Farm,1974,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.43,2020 Vision Travelling Show (letter from Lydia Vitale to Chip),Ant Farm,1974,Typewritten text and ink on stationery,10 1/2 x 7 1/4 in.
2005.14.280.44,2020 Vision Travelling Show (letter from Richard Simmons to Doug),Ant Farm,1974,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.45,2020 Vision Travelling Show (letter from Douglas Schultz to Chip),Ant Farm,1975,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.46,2020 Vision Travelling Show (loan form),Ant Farm,1975,Carbon copy,11 x 8 1/2 in.
2005.14.280.47,"2020 Vision Travelling Show (letter from Richard Simmons to Chip, Doug, and Curtis)",Ant Farm,1975,Typewritten text and ink on paper,11 x 8 1/2 in.
2005.14.280.48,"2020 Vision Travelling Show (letter from Richard Simmons to Chip, Doug, and Curtis)",Ant Farm,1975,Typewritten text and ink on paper,11 x 8 1/2 in.
2005.14.280.49,2020 Vision Travelling Show (agreement with Mills College),Ant Farm,1975,"Typewritten text and ink on contract, 5 pages, stapled",11 x 8 1/2 in.
2005.14.280.50,"2020 Vision Travelling Show (letter from Melim to Doug, Chip, and Curtis)",Ant Farm,1975,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.51,2020 Vision Travelling Show (shipping bill),Ant Farm,1975,Photocopies and carbon copy (3 pages),11 x 8 1/2 in.
2005.14.280.52,2020 Vision Travelling Show (letter from Ira Licht to Ant Farm),Ant Farm,1975,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.53,2020 Vision Travelling Show (letter from Kerry Marshall to Chip),Ant Farm,1975,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.54,2020 Vision Travelling Show (letter from Chip to Ira Licht),Ant Farm,1975,Ink and marker on photocopy,11 x 8 1/2 in.
2005.14.280.55,2020 Vision Travelling Show (letter from Kerry Marshall to Ant Farm),Ant Farm,1975,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.56,2020 Vision Travelling Show (letter from Susan Melin to Ant Farm),Ant Farm,1975,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.57,2020 Vision Travelling Show (letter from Ira Licht to Chip),Ant Farm,1975,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.58,2020 Vision Travelling Show (letter from Richard to Chip),Ant Farm,1976,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.280.59,2020 Vision Travelling Show (letter from Paul Thompson to Chip),Ant Farm,1976,"Typewritten text and ink on stationery, 2 pages",11 x 8 1/2 in.
2005.14.280.60,2020 Vision Travelling Show (letter from Susan Ardisson to Ant Farm),Ant Farm,1976,"Typewritten text and ink on stationery, 2 pages",11 x 8 1/2 in.
2005.14.281.1,Poole Kit (exterior view),Ant Farm,1974,Color photograph (2 copies),3 1/8 x 4 5/8 in.
2005.14.281.2,Poole Kit (fabrication in process),Ant Farm,1974,Color photograph,3 1/8 x 4 5/8 in.
2005.14.281.3,Poole Kit (kitchen),Ant Farm,1974,Color photograph,3 1/8 x 4 5/8 in.
2005.14.281.4,Poole Kit (Doug in bubble window),Ant Farm,1974,Color photograph,3 1/2 x 4 13/16 in.
2005.14.281.5,Poole Kit (Doug with bubble window),Ant Farm,1974,Color photograph,3 1/2 x 4 13/16 in.
2005.14.281.6,Poole Kit (pre-installation),Ant Farm,1974,Color photograph,3 1/2 x 4 13/16 in.
2005.14.281.7,Poole Kit (Doug with bubble window),Ant Farm,1974,Color photograph (2 copies),3 1/2 x 4 13/16 in.
2005.14.281.8,Poole Kit (pre-installation),Ant Farm,1974,Color photograph,3 1/2 x 4 13/16 in.
2005.14.281.9,Poole Kit (exterior view),Ant Farm,1974,Color photograph,3 1/2 x 4 13/16 in.
2005.14.281.10,Poole Kit (exterior view),Ant Farm,1974,Color photograph,3 1/2 x 4 5/8 in.
2005.14.281.11,Poole Kit,Ant Farm,1974,Color photograph,3 1/8 x 4 5/8 in.
2005.14.281.12,Poole Kit (interior view with people),Ant Farm,1974,"Color photograph, 2 copies",3 1/8 x 4 5/8 in.
2005.14.281.13,Poole Kit (person in bubble),Ant Farm,1974,Color photograph,3 1/2 x 4 1/4 in.
2005.14.281.14,Poole Kit (people in bubble),Ant Farm,1974,black-and-white photograph,3 3/8 x 4 1/4 in.
2005.14.281.15,Poole Kit (Doug in bubble),Ant Farm,1974,black-and-white photograph,3 3/8 x 4 1/4 in.
2005.14.281.16,Poole Kit (perspective view),Ant Farm,1974,Photostat,3 5/8 x 3 15/16 in.
2005.14.281.17,Poole Kit (Poole in bubble),Ant Farm,1974,Color photograph,3 7/8 x 5 in.
2005.14.281.18,Poole Kit (pre-fabrication),Ant Farm,1974,Color photograph,5 x 7 in.
2005.14.281.19,Poole Kit (porch view),Ant Farm,1974,Color photograph,7 x 5 in.
2005.14.281.20,Poole Kit (architectural plan),Ant Farm,1975,Clipping from Progressive Architecture magazine,6 5/8 x 8 in.
2005.14.281.21,Poole Kit (phases of construction),Ant Farm,1975,"6 color photographs in album sleeve, three hole punched",11 1/4 x 5 1/2 in.
2005.14.281.22,Poole Kit (slides),Ant Farm,1975,14 color slides,11 x 9 5/8 in.
2005.14.282.1,Poole Remodel (The Plan),Ant Farm,1974,"Marker, colored pencil, and rubber stamp on blue print",23 7/8 x 18 in.
2005.14.282.2,Poole Remodel (letter from Lynn to Ant Farm),Ant Farm,1974,"holographic letter: ink on lined paper, 2-sided",3 x 5 in.
2005.14.282.3,Poole Remodel (contract),Ant Farm,1974,"Photocopy, 2 pages, stapled",11 x 8 1/2 in.
2005.14.282.4,Poole Remodel (contract for construction of furniture),Ant Farm,1974,Ink and marker on photocopy (2 copies),11 x 8 1/2 in.
2005.14.282.5,Poole Remodel (contract),Ant Farm,1974,"Ink, rubber stamp, and sticker on photocopy, 2 pages, stapled",11 x 8 1/2 in.
2005.14.282.6,Poole Remodel (contract for William Weber Kirsch),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.282.7,Poole Remodel (letter from Bill Kirsch to Doug and Chip),Ant Farm,1974,Typewritten text and marker on stationery,11 x 8 1/2 in.
2005.14.282.8,Poole Remodel (application for building permit),Ant Farm,1974,rubber stamp on carbon copy form,14 x 8 1/2 in.
2005.14.282.9,Poole Remodel (Letter from Sanford Garfinkel to Mrs. Poole),Ant Farm,1974,typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.282.10,Poole Remodel (Letter from Chip and Doug to Lynn),Ant Farm,1974,"Photocopy, 2 pages",11 x 8 1/2 in.
2005.14.282.11,"Poole Remodel (Letter from Chip, Doug, and Curtis to Lynn)",Ant Farm,1974,"Photocopy, two pages",11 x 8 1/2 in.
2005.14.282.12,Poole Remodel (Letter from Doug to Knoll International),Ant Farm,1974,Marker and graphite on photocopy,11 x 8 1/2 in.
2005.14.282.13,Poole Remodel (Letter from Chip to Lynn),Ant Farm,1974,Photocopy,11 x 8 1/2 in.
2005.14.282.14,Poole Remodel (invoice from Knoll International),Ant Farm,1974,4 carbon copies,11 x 8 1/2 in.
2005.14.282.15,Poole Remodel (receipt from Marco Fine Furniture),Ant Farm,1975,4 carbon copies,5 1/2 x 8 1/2 in.
2005.14.282.16,Poole Remodel (letter from Doug to Lynn),Ant Farm,1975,"Photocopy, 2 pages, stapled",11 x 8 1/2 in.
2005.14.282.17,Poole Remodel (miscellaneous),Ant Farm,1975,"Ink, graphite, marker, and colored pencil on lined paper (2-sided)",11 x 8 1/2 in.
2005.14.282.18,Poole Remodel (schedule and design fees),Ant Farm,1975,Ink on embossed photocopy,11 x 8 1/2 in.
